claim_id,claimant_name,claim_amount,claim_date,claim_status,policy_number,incident_date,claim_description,claim_type,adjuster_name,settlement_amount,settlement_date,coverage_type,deductible_amount,payment_method,Vehicle_ID,customer_id,LocationID
 CLM-5298  ,Krystalle Torrijos,Dollar,12/13/2020,denied,90842,4/25/2021,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,health,Hesther Deighan,Real,11/11/2021,comprehensive,Franc,direct deposit, VEH-6032  , CUS-8044  , LOC-8605  
 CLM-8933  ,Alexis Woolford,Real,6/17/2021,approved,40618,7/17/2020,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",home,Terrijo Gallaway,Yuan Renminbi,6/10/2020,comprehensive,Ringgit,credit card, VEH-6715  , CUS-2922  , LOC-4201  
 CLM-1130  ,Doretta Mocker,Peso,7/27/2021,pending,97484,10/9/2019,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",home,Elvira Strettell,Ruble,11/17/2021,collision,Dram,direct deposit, VEH-6431  , CUS-9888  , LOC-1580  
 CLM-5558  ,Loutitia Stockey,Dollar,3/1/2020,approved,54851,11/30/2020,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",auto,Weider Bewsy,Dinar,7/19/2021,liability,Dollar,direct deposit, VEH-9641  , CUS-5934  , LOC-9822  
 CLM-5015  ,Jazmin Amey,Rial,9/6/2021,pending,30146,11/9/2019,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",auto,Thacher Stoute,Yuan Renminbi,10/24/2020,comprehensive,Peso,credit card, VEH-9121  , CUS-3831  , LOC-7536  
 CLM-2029  ,Michaella Walkley,Yuan Renminbi,12/6/2021,approved,23491,4/27/2021,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",home,Allister Collidge,Kuna,3/18/2020,comprehensive,Yuan Renminbi,check, VEH-7395  , CUS-6622  , LOC-2319  
 CLM-4978  ,Cari Ivanyushin,Real,5/4/2021,denied,11263,8/19/2019,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",auto,Padriac Luebbert,Ruble,2/27/2020,liability,Dollar,direct deposit, VEH-6494  , CUS-4352  , LOC-5053  
 CLM-0951  ,Lydon Carrick,Ruble,3/5/2021,approved,99362,6/20/2021,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",health,Vina Cloy,Cordoba,1/6/2020,liability,Rupiah,direct deposit, VEH-6778  , CUS-0334  , LOC-4045  
 CLM-4372  ,Raimund Dye,Rupiah,6/7/2021,denied,79412,10/15/2020,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",auto,Marylynne Scullion,Boliviano,8/12/2021,collision,Zloty,direct deposit, VEH-9226  , CUS-5368  , LOC-8191  
 CLM-3003  ,Drew Danhel,Peso,4/15/2020,approved,40389,2/27/2020,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",auto,Cody Lethabridge,Yuan Renminbi,2/13/2021,liability,Euro,direct deposit, VEH-2593  , CUS-0312  , LOC-3195  
 CLM-8888  ,Donia Ewells,Yuan Renminbi,9/22/2021,pending,45240,4/15/2021,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",health,Bettina Elderbrant,Peso,3/23/2021,collision,Euro,credit card, VEH-5747  , CUS-6294  , LOC-8797  
 CLM-4728  ,Sylvester Stockdale,Peso,6/20/2021,approved,27527,4/5/2019,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",home,Guy Scholcroft,Peso,10/24/2021,collision,Dalasi,check, VEH-0592  , CUS-1515  , LOC-3611  
 CLM-2997  ,Zsazsa Rablen,Ruble,3/6/2021,pending,76190,6/24/2021,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,home,Verna McCobb,Rupiah,11/2/2021,comprehensive,Peso,check, VEH-5156  , CUS-3747  , LOC-3229  
 CLM-9490  ,Pooh Wethers,Yen,2/1/2021,denied,94271,8/26/2020,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,health,Brian Senner,Tala,1/1/2021,collision,Dollar,direct deposit, VEH-4505  , CUS-0465  , LOC-8814  
 CLM-2944  ,Nelly Fransson,Yuan Renminbi,12/19/2021,approved,20711,10/11/2021,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",auto,Carson Sign,Quetzal,5/23/2020,comprehensive,Real,credit card, VEH-6507  , CUS-6871  , LOC-6847  
 CLM-2951  ,Lanni Ellcome,Koruna,4/25/2020,pending,17277,10/12/2020,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",home,Colly Stagg,Yuan Renminbi,4/9/2021,collision,Peso,check, VEH-1968  , CUS-0419  , LOC-7422  
 CLM-8682  ,Ellis Crimin,Peso,2/27/2020,pending,84688,12/8/2020,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",auto,Clayton Beetlestone,Peso,11/17/2021,collision,Real,direct deposit, VEH-5664  , CUS-4073  , LOC-8240  
 CLM-0138  ,Lidia Andrelli,Zloty,4/5/2020,denied,35582,8/23/2019,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",health,Allyce Ebourne,Yen,1/15/2021,liability,Yuan Renminbi,direct deposit, VEH-1727  , CUS-7605  , LOC-5955  
 CLM-0677  ,Kory Crombleholme,Yuan Renminbi,2/17/2020,denied,85488,7/31/2021,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",auto,Ardra Garth,Yuan Renminbi,10/19/2021,liability,Yuan Renminbi,direct deposit, VEH-1637  , CUS-8448  , LOC-9426  
 CLM-8356  ,Rivalee Treneman,Peso,11/11/2021,denied,43067,1/27/2021,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",auto,Delmor Clewarth,Yuan Renminbi,12/16/2020,comprehensive,Dollar,credit card, VEH-7438  , CUS-0680  , LOC-5762  
 CLM-4150  ,Prisca Patkin,Peso,9/24/2020,denied,31155,4/20/2019,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",home,Cristine Petera,Rand,4/15/2020,comprehensive,Zloty,credit card, VEH-1033  , CUS-0148  , LOC-5109  
 CLM-9706  ,Dewie Sollom,Ruble,2/19/2020,denied,33800,7/9/2021,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",health,Sondra Sheers,Dollar,6/2/2021,liability,Rupiah,credit card, VEH-8244  , CUS-1369  , LOC-5679  
 CLM-2636  ,Lelah Loughhead,Yuan Renminbi,9/18/2020,denied,86038,8/31/2019,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,auto,Maggi Blankau,Euro,10/8/2020,comprehensive,Zloty,check, VEH-1891  , CUS-8608  , LOC-3864  
 CLM-0417  ,Lurlene Beadon,Shilling,6/14/2021,pending,20817,6/7/2020,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",auto,Allin Bowness,Euro,10/25/2021,liability,Yuan Renminbi,check, VEH-4830  , CUS-8945  , LOC-0126  
 CLM-6278  ,Raimundo Gosland,Yuan Renminbi,6/20/2021,pending,68809,9/17/2021,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",auto,Briny Seamons,Sol,9/24/2020,collision,Peso,check, VEH-2224  , CUS-9724  , LOC-6659  
 CLM-0214  ,Siobhan Luciani,Euro,9/18/2021,approved,45896,10/23/2020,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",home,Ailey Sayburn,Peso,7/20/2021,collision,Dram,direct deposit, VEH-4546  , CUS-7782  , LOC-2065  
 CLM-3518  ,Elfie Stife,Rupiah,8/22/2020,denied,50264,9/1/2020,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",home,Stanleigh Buncher,Euro,5/17/2020,liability,Yuan Renminbi,check, VEH-5603  , CUS-3935  , LOC-6602  
 CLM-0886  ,Gerald Mariyushkin,Peso,3/31/2020,pending,44666,5/1/2019,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",health,Bethena Housby,Tugrik,3/21/2020,collision,Peso,direct deposit, VEH-4633  , CUS-7235  , LOC-5429  
 CLM-7750  ,Augustine Rosendall,Yuan Renminbi,12/3/2020,denied,18395,5/5/2019,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",home,Milzie Marvin,Yuan Renminbi,12/23/2021,collision,Dollar,check, VEH-0893  , CUS-9483  , LOC-6792  
 CLM-2825  ,Emilio Jackes,Franc,12/28/2021,denied,58856,3/28/2020,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",auto,Michele Bruckental,Yuan Renminbi,5/16/2021,comprehensive,Peso,check, VEH-0213  , CUS-7890  , LOC-5597  
 CLM-1989  ,Shelby Milliere,Rupiah,7/23/2020,denied,36971,7/30/2020,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",health,Gleda Gauson,Dollar,1/20/2020,collision,Hryvnia,direct deposit, VEH-3416  , CUS-5817  , LOC-6733  
 CLM-9021  ,Bradley Toye,Sol,1/12/2020,pending,53228,12/2/2020,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",health,Suzann Shapter,Yuan Renminbi,3/13/2021,comprehensive,Zloty,credit card, VEH-3330  , CUS-4123  , LOC-1676  
 CLM-5019  ,Matti Ellerman,Yuan Renminbi,4/20/2021,approved,11379,8/4/2019,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,home,Raleigh Bellhouse,Dinar,2/2/2020,liability,Peso,credit card, VEH-5866  , CUS-1987  , LOC-8493  
 CLM-0205  ,Shoshana Gherardelli,Krona,8/19/2021,approved,56028,5/4/2021,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",home,Tobie Hyam,Ruble,9/30/2020,collision,Yuan Renminbi,check, VEH-4179  , CUS-1795  , LOC-3922  
 CLM-5395  ,Dela Relton,Rupiah,4/16/2020,approved,75607,4/11/2019,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",auto,Mersey Sporgeon,Yuan Renminbi,10/25/2020,liability,Rupiah,credit card, VEH-8738  , CUS-3190  , LOC-7188  
 CLM-7642  ,Silva Adel,Peso,5/20/2021,denied,29039,2/12/2020,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",home,Aguistin Lightbown,Yuan Renminbi,3/31/2021,collision,Yuan Renminbi,direct deposit, VEH-5104  , CUS-3041  , LOC-3478  
 CLM-2508  ,Gay Dodgson,Ringgit,7/6/2020,pending,32759,5/23/2020,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",health,Elijah MacColm,Yuan Renminbi,4/27/2021,comprehensive,Zloty,check, VEH-4328  , CUS-6590  , LOC-2266  
 CLM-3128  ,Mersey Melland,Yuan Renminbi,10/23/2021,pending,41277,7/24/2020,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Lavinie Barlas,Sol,11/30/2021,comprehensive,Dollar,check, VEH-4561  , CUS-6938  , LOC-0426  
 CLM-4271  ,Valdemar Camerana,Yuan Renminbi,10/16/2021,denied,96740,7/25/2021,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",home,Ly Scarasbrick,Yuan Renminbi,11/17/2020,collision,Rupiah,direct deposit, VEH-4434  , CUS-0536  , LOC-5402  
 CLM-1694  ,Etti Salomon,Koruna,11/8/2021,denied,81444,5/29/2021,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",health,Denney Belfitt,Euro,1/29/2021,liability,Rupiah,direct deposit, VEH-6359  , CUS-6233  , LOC-6679  
 CLM-9186  ,Wynne Matzl,Peso,11/27/2021,denied,74071,12/25/2021,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",health,Tabina Bilbrooke,Euro,6/30/2021,liability,Dollar,credit card, VEH-5595  , CUS-1746  , LOC-6715  
 CLM-1755  ,Trula Boldison,Peso,1/18/2020,denied,79448,8/8/2021,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",health,Doralynne Daoust,Hryvnia,11/3/2021,comprehensive,Yuan Renminbi,check, VEH-9889  , CUS-8232  , LOC-3141  
 CLM-5858  ,Portie Youson,Dollar,4/16/2021,approved,41398,5/21/2019,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",auto,Sharline Heikkinen,Yuan Renminbi,11/25/2020,comprehensive,Tenge,credit card, VEH-5705  , CUS-1476  , LOC-4048  
 CLM-3410  ,Milzie Dendle,Yuan Renminbi,3/9/2021,pending,43616,6/11/2020,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",auto,Shelly Pietruszka,Dollar,3/28/2021,comprehensive,Euro,direct deposit, VEH-0133  , CUS-1933  , LOC-9507  
 CLM-8853  ,Camala Sandcraft,Dram,3/29/2020,pending,66079,5/1/2019,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,auto,Duncan Colnet,Euro,8/5/2020,liability,Sol,check, VEH-0864  , CUS-3732  , LOC-3501  
 CLM-9158  ,Dan Caldayrou,Yuan Renminbi,1/8/2021,pending,25904,1/31/2019,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",home,Libbie Down,Yuan Renminbi,8/1/2021,comprehensive,Rupiah,credit card, VEH-9974  , CUS-7541  , LOC-7597  
 CLM-3155  ,Man Matfield,Dinar,9/2/2020,approved,82642,3/20/2021,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",home,Nissa Torbett,Euro,11/13/2021,liability,Shilling,credit card, VEH-0219  , CUS-5612  , LOC-5073  
 CLM-1125  ,Cleve Mounfield,Rupee,3/25/2021,approved,88409,3/29/2020,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",health,Reece Ruthen,Euro,1/23/2020,comprehensive,Yuan Renminbi,check, VEH-9109  , CUS-0615  , LOC-2984  
 CLM-0765  ,Britte Dablin,Euro,5/26/2020,pending,54293,10/8/2021,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",home,Gussy Meaney,Dollar,10/23/2020,comprehensive,Yuan Renminbi,credit card, VEH-5337  , CUS-1929  , LOC-7692  
 CLM-8793  ,Harman Labb,Yuan Renminbi,1/1/2021,denied,47448,1/15/2020,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",auto,Lion Records,Ruble,4/9/2020,comprehensive,Kyat,check, VEH-2629  , CUS-3780  , LOC-4063  
 CLM-0624  ,Whitman Diplock,Balboa,11/5/2020,pending,10198,10/9/2019,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",auto,Farley Loxton,Birr,11/4/2020,comprehensive,Dollar,check, VEH-7508  , CUS-3424  , LOC-1401  
 CLM-5696  ,Armand Ledbury,Franc,11/24/2020,pending,43964,8/8/2021,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",home,Alika Hattigan,Ruble,8/8/2021,comprehensive,Hryvnia,credit card, VEH-1637  , CUS-2169  , LOC-2985  
 CLM-3066  ,Mikel Gatsby,Dollar,6/28/2021,denied,59993,4/30/2020,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Arthur Piatto,Dollar,7/3/2021,liability,Yuan Renminbi,direct deposit, VEH-9469  , CUS-3232  , LOC-3665  
 CLM-7604  ,Germaine Domel,Zloty,2/13/2021,pending,23919,11/2/2021,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",health,Brett Bondy,Balboa,10/13/2021,comprehensive,Yuan Renminbi,credit card, VEH-7259  , CUS-1961  , LOC-8342  
 CLM-0215  ,Gayla Georgiev,Ruble,3/6/2021,pending,29628,5/10/2021,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",auto,Rochell Habershaw,Zloty,10/31/2021,comprehensive,Rupiah,direct deposit, VEH-6763  , CUS-2600  , LOC-4671  
 CLM-3037  ,Jolynn Dank,Marka,4/24/2020,approved,42741,9/26/2019,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Ethelred Hestrop,Rupiah,6/14/2020,collision,Tugrik,credit card, VEH-5133  , CUS-2761  , LOC-6795  
 CLM-8127  ,Meggi Bamborough,Ruble,7/9/2020,approved,38160,12/26/2020,Sed ante. Vivamus tortor. Duis mattis egestas metus.,home,Oliver Lancley,Yuan Renminbi,5/29/2021,comprehensive,Yuan Renminbi,credit card, VEH-1280  , CUS-8553  , LOC-0863  
 CLM-1274  ,Stanford Ibbs,Ruble,11/1/2020,denied,55592,3/29/2021,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,health,Cristabel Cancott,Krona,8/27/2020,collision,Won,credit card, VEH-9494  , CUS-0821  , LOC-6625  
 CLM-6823  ,Tremayne Mullaney,Rupiah,10/29/2021,pending,98804,8/22/2019,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",auto,Freda Breyt,Yuan Renminbi,1/9/2020,liability,Ringgit,check, VEH-5308  , CUS-5136  , LOC-9223  
